id,Attack Vector,attackComplexity,confidentialityImpact,integrityImpact,availabilityImpact,baseScore,baseSeverity,exploitabilityScore,impactScore,year,AttackVectorNumeric,ConfidentialityImpactNumeric,IntegrityImpactNumeric,BaseSeverityNumeric,AvailabilityImpactNumeric,AttackVectorEncoded
CVE-2021-34645,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2021,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2021-34646,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2021,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2021-34651,NETWORK,LOW,LOW,LOW,NONE,6.1,MEDIUM,2.8,2.7,2021,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2021-34652,NETWORK,LOW,LOW,LOW,NONE,6.1,MEDIUM,2.8,2.7,2021,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2021-34654,NETWORK,LOW,LOW,LOW,NONE,6.1,MEDIUM,2.8,2.7,2021,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2021-34655,NETWORK,LOW,LOW,LOW,NONE,6.1,MEDIUM,2.8,2.7,2021,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2021-34657,NETWORK,LOW,LOW,LOW,NONE,6.1,MEDIUM,2.8,2.7,2021,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2021-34660,NETWORK,LOW,LOW,LOW,NONE,6.1,MEDIUM,2.8,2.7,2021,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2021-34664,NETWORK,LOW,LOW,LOW,NONE,6.1,MEDIUM,2.8,2.7,2021,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2021-34665,NETWORK,LOW,LOW,LOW,NONE,6.1,MEDIUM,2.8,2.7,2021,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2021-34666,NETWORK,LOW,LOW,LOW,NONE,6.1,MEDIUM,2.8,2.7,2021,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2021-34668,NETWORK,LOW,LOW,LOW,NONE,5.4,MEDIUM,2.3,2.7,2021,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2021-34707,NETWORK,LOW,HIGH,NONE,NONE,6.5,MEDIUM,2.8,3.6,2021,0.0,0.0,1.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2021-34715,NETWORK,LOW,HIGH,HIGH,HIGH,7.2,HIGH,1.2,5.9,2021,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2021-34716,NETWORK,LOW,HIGH,HIGH,HIGH,7.2,HIGH,1.2,5.9,2021,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2021-34730,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2021,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2021-34734,ADJACENT NETWORK,LOW,NONE,NONE,HIGH,6.5,MEDIUM,2.8,3.6,2021,2.0,1.0,1.0,1.0,0.0,"(3,[2],[1.0])"
CVE-2021-34745,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2021,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2021-34749,NETWORK,LOW,NONE,HIGH,NONE,8.6,HIGH,3.9,4.0,2021,0.0,1.0,0.0,0.0,1.0,"(3,[0],[1.0])"
CVE-2021-34823,NETWORK,LOW,HIGH,HIGH,NONE,9.1,CRITICAL,3.9,5.2,2021,0.0,0.0,0.0,2.0,1.0,"(3,[0],[1.0])"
CVE-2021-34831,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2021,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2021-34832,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2021,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2021-34833,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2021,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2021-34834,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2021,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2021-34835,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2021,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2021-34836,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2021,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2021-34837,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2021,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2021-34838,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2021,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2021-34839,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2021,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2021-34840,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2021,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2021-34841,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2021,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2021-34842,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2021,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2021-34843,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2021,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2021-34844,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2021,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2021-34845,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2021,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2021-34846,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2021,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2021-34847,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2021,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2021-34848,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2021,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2021-34849,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2021,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2021-34850,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2021,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2021-34851,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2021,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2021-34852,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2021,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2021-34853,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2021,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2021-35061,NETWORK,LOW,LOW,LOW,NONE,6.1,MEDIUM,2.8,2.7,2021,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2021-35062,NETWORK,HIGH,HIGH,HIGH,HIGH,8.1,HIGH,2.2,5.9,2021,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2021-35212,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2021,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2021-35213,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2021,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2021-35219,NETWORK,LOW,HIGH,NONE,NONE,4.9,MEDIUM,1.2,3.6,2021,0.0,0.0,1.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2021-35220,NETWORK,LOW,HIGH,HIGH,HIGH,7.2,HIGH,1.2,5.9,2021,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2021-35221,NETWORK,LOW,HIGH,HIGH,NONE,8.1,HIGH,2.8,5.2,2021,0.0,0.0,0.0,0.0,1.0,"(3,[0],[1.0])"
CVE-2021-35222,NETWORK,LOW,HIGH,HIGH,HIGH,9.6,CRITICAL,2.8,6.0,2021,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2021-35223,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2021,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2021-35239,NETWORK,LOW,LOW,LOW,NONE,5.4,MEDIUM,2.3,2.7,2021,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2021-35306,NETWORK,LOW,NONE,NONE,HIGH,6.5,MEDIUM,2.8,3.6,2021,0.0,1.0,1.0,1.0,0.0,"(3,[0],[1.0])"
CVE-2021-35307,NETWORK,LOW,NONE,NONE,HIGH,6.5,MEDIUM,2.8,3.6,2021,0.0,1.0,1.0,1.0,0.0,"(3,[0],[1.0])"
CVE-2021-35324,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2021,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2021-35325,NETWORK,LOW,NONE,NONE,HIGH,7.5,HIGH,3.9,3.6,2021,0.0,1.0,1.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2021-35326,NETWORK,LOW,HIGH,NONE,NONE,7.5,HIGH,3.9,3.6,2021,0.0,0.0,1.0,0.0,1.0,"(3,[0],[1.0])"
CVE-2021-35327,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2021,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2021-35342,NETWORK,LOW,HIGH,NONE,NONE,7.5,HIGH,3.9,3.6,2021,0.0,0.0,1.0,0.0,1.0,"(3,[0],[1.0])"
CVE-2021-3539,NETWORK,LOW,LOW,LOW,NONE,5.4,MEDIUM,2.3,2.7,2021,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2021-35397,NETWORK,LOW,HIGH,NONE,NONE,7.5,HIGH,3.9,3.6,2021,0.0,0.0,1.0,0.0,1.0,"(3,[0],[1.0])"
CVE-2021-35463,NETWORK,LOW,LOW,LOW,NONE,6.1,MEDIUM,2.8,2.7,2021,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2021-35465,LOCAL,LOW,LOW,LOW,NONE,3.4,LOW,0.8,2.5,2021,1.0,2.0,2.0,3.0,1.0,"(3,[1],[1.0])"
CVE-2021-35529,NETWORK,LOW,HIGH,HIGH,HIGH,7.2,HIGH,1.2,5.9,2021,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2021-3573,LOCAL,HIGH,HIGH,HIGH,HIGH,6.4,MEDIUM,0.5,5.9,2021,1.0,0.0,0.0,1.0,0.0,"(3,[1],[1.0])"
CVE-2021-35936,NETWORK,LOW,LOW,NONE,NONE,5.3,MEDIUM,3.9,1.4,2021,0.0,2.0,1.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2021-35940,LOCAL,LOW,HIGH,NONE,HIGH,7.1,HIGH,1.8,5.2,2021,1.0,0.0,1.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2021-35955,NETWORK,LOW,LOW,LOW,NONE,4.8,MEDIUM,1.7,2.7,2021,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2021-35981,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2021,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2021-35983,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2021,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2021-35984,NETWORK,LOW,NONE,NONE,HIGH,6.5,MEDIUM,2.8,3.6,2021,0.0,1.0,1.0,1.0,0.0,"(3,[0],[1.0])"
CVE-2021-35985,LOCAL,LOW,NONE,NONE,HIGH,5.5,MEDIUM,1.8,3.6,2021,1.0,1.0,1.0,1.0,0.0,"(3,[1],[1.0])"
CVE-2021-35986,LOCAL,LOW,LOW,NONE,NONE,3.3,LOW,1.8,1.4,2021,1.0,2.0,1.0,3.0,1.0,"(3,[1],[1.0])"
CVE-2021-35987,LOCAL,LOW,LOW,NONE,NONE,3.3,LOW,1.8,1.4,2021,1.0,2.0,1.0,3.0,1.0,"(3,[1],[1.0])"
CVE-2021-35988,LOCAL,LOW,LOW,NONE,NONE,3.3,LOW,1.8,1.4,2021,1.0,2.0,1.0,3.0,1.0,"(3,[1],[1.0])"
CVE-2021-35989,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2021,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2021-35990,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2021,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2021-35991,LOCAL,LOW,LOW,NONE,NONE,3.3,LOW,1.8,1.4,2021,1.0,2.0,1.0,3.0,1.0,"(3,[1],[1.0])"
CVE-2021-35992,LOCAL,LOW,LOW,NONE,NONE,3.3,LOW,1.8,1.4,2021,1.0,2.0,1.0,3.0,1.0,"(3,[1],[1.0])"
CVE-2021-35997,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2021,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2021-35999,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2021,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2021-36000,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2021,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2021-36001,LOCAL,LOW,LOW,NONE,NONE,3.3,LOW,1.8,1.4,2021,1.0,2.0,1.0,3.0,1.0,"(3,[1],[1.0])"
CVE-2021-36005,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2021,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2021-36006,LOCAL,LOW,LOW,NONE,NONE,3.3,LOW,1.8,1.4,2021,1.0,2.0,1.0,3.0,1.0,"(3,[1],[1.0])"
CVE-2021-36007,LOCAL,LOW,LOW,NONE,NONE,3.3,LOW,1.8,1.4,2021,1.0,2.0,1.0,3.0,1.0,"(3,[1],[1.0])"
CVE-2021-36008,LOCAL,LOW,HIGH,NONE,NONE,5.5,MEDIUM,1.8,3.6,2021,1.0,0.0,1.0,1.0,1.0,"(3,[1],[1.0])"
CVE-2021-36009,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2021,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2021-36010,LOCAL,LOW,LOW,NONE,NONE,3.3,LOW,1.8,1.4,2021,1.0,2.0,1.0,3.0,1.0,"(3,[1],[1.0])"
CVE-2021-36011,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2021,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2021-36013,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2021,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2021-36014,LOCAL,LOW,LOW,NONE,NONE,3.3,LOW,1.8,1.4,2021,1.0,2.0,1.0,3.0,1.0,"(3,[1],[1.0])"
CVE-2021-36015,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2021,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2021-36016,LOCAL,LOW,LOW,NONE,NONE,3.3,LOW,1.8,1.4,2021,1.0,2.0,1.0,3.0,1.0,"(3,[1],[1.0])"
CVE-2021-3615,PHYSICAL,LOW,HIGH,HIGH,HIGH,6.8,MEDIUM,0.9,5.9,2021,3.0,0.0,0.0,1.0,0.0,"(3,[],[])"
CVE-2021-3616,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2021,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2021-3617,NETWORK,LOW,HIGH,HIGH,HIGH,7.2,HIGH,1.2,5.9,2021,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2021-36209,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2021,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2021-36221,NETWORK,HIGH,NONE,NONE,HIGH,5.9,MEDIUM,2.2,3.6,2021,0.0,1.0,1.0,1.0,0.0,"(3,[0],[1.0])"
CVE-2021-36231,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2021,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2021-36232,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2021,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2021-36276,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2021,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2021-36277,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2021,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2021-36278,LOCAL,LOW,HIGH,NONE,NONE,5.5,MEDIUM,1.8,3.6,2021,1.0,0.0,1.0,1.0,1.0,"(3,[1],[1.0])"
CVE-2021-36279,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2021,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2021-3628,NETWORK,LOW,LOW,LOW,NONE,5.4,MEDIUM,2.3,2.7,2021,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2021-36280,LOCAL,LOW,HIGH,NONE,NONE,5.5,MEDIUM,1.8,3.6,2021,1.0,0.0,1.0,1.0,1.0,"(3,[1],[1.0])"
CVE-2021-36281,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2021,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2021-36282,LOCAL,LOW,LOW,NONE,NONE,3.3,LOW,1.8,1.4,2021,1.0,2.0,1.0,3.0,1.0,"(3,[1],[1.0])"
CVE-2021-3633,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2021,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2021-3635,LOCAL,LOW,NONE,NONE,HIGH,4.4,MEDIUM,0.8,3.6,2021,1.0,1.0,1.0,1.0,0.0,"(3,[1],[1.0])"
CVE-2021-36351,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2021,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2021-36356,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2021,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2021-36359,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2021,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2021-36370,NETWORK,LOW,NONE,HIGH,NONE,7.5,HIGH,3.9,3.6,2021,0.0,1.0,0.0,0.0,1.0,"(3,[0],[1.0])"
CVE-2021-36380,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2021,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2021-36385,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2021,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2021-3642,NETWORK,HIGH,HIGH,NONE,NONE,5.3,MEDIUM,1.6,3.6,2021,0.0,0.0,1.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2021-36454,NETWORK,LOW,LOW,LOW,NONE,5.4,MEDIUM,2.3,2.7,2021,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2021-36455,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2021,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2021-36483,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2021,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2021-36530,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2021,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2021-36531,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2021,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2021-3655,LOCAL,LOW,LOW,NONE,NONE,3.3,LOW,1.8,1.4,2021,1.0,2.0,1.0,3.0,1.0,"(3,[1],[1.0])"
CVE-2021-36584,LOCAL,LOW,NONE,NONE,HIGH,5.5,MEDIUM,1.8,3.6,2021,1.0,1.0,1.0,1.0,0.0,"(3,[1],[1.0])"
CVE-2021-36690,NETWORK,LOW,NONE,NONE,HIGH,7.5,HIGH,3.9,3.6,2021,0.0,1.0,1.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2021-36691,NETWORK,LOW,NONE,NONE,HIGH,7.5,HIGH,3.9,3.6,2021,0.0,1.0,1.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2021-36692,NETWORK,LOW,NONE,NONE,HIGH,6.5,MEDIUM,2.8,3.6,2021,0.0,1.0,1.0,1.0,0.0,"(3,[0],[1.0])"
CVE-2021-36705,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2021,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2021-36706,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2021,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2021-36707,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2021,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2021-36708,NETWORK,LOW,HIGH,NONE,NONE,7.5,HIGH,3.9,3.6,2021,0.0,0.0,1.0,0.0,1.0,"(3,[0],[1.0])"
CVE-2021-36748,NETWORK,LOW,HIGH,NONE,NONE,7.5,HIGH,3.9,3.6,2021,0.0,0.0,1.0,0.0,1.0,"(3,[0],[1.0])"
CVE-2021-36764,NETWORK,LOW,NONE,NONE,HIGH,7.5,HIGH,3.9,3.6,2021,0.0,1.0,1.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2021-36765,NETWORK,LOW,HIGH,NONE,NONE,7.5,HIGH,3.9,3.6,2021,0.0,0.0,1.0,0.0,1.0,"(3,[0],[1.0])"
CVE-2021-36770,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2021,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2021-3678,NETWORK,HIGH,HIGH,NONE,NONE,5.9,MEDIUM,2.2,3.6,2021,0.0,0.0,1.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2021-36785,NETWORK,LOW,LOW,LOW,NONE,5.4,MEDIUM,2.3,2.7,2021,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2021-36786,NETWORK,LOW,HIGH,NONE,NONE,7.5,HIGH,3.9,3.6,2021,0.0,0.0,1.0,0.0,1.0,"(3,[0],[1.0])"
CVE-2021-36787,NETWORK,LOW,LOW,LOW,NONE,5.4,MEDIUM,2.3,2.7,2021,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2021-36788,NETWORK,LOW,LOW,LOW,NONE,5.4,MEDIUM,2.3,2.7,2021,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2021-36789,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2021,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2021-3679,LOCAL,LOW,NONE,NONE,HIGH,5.5,MEDIUM,1.8,3.6,2021,1.0,1.0,1.0,1.0,0.0,"(3,[1],[1.0])"
CVE-2021-36790,NETWORK,LOW,LOW,LOW,NONE,6.1,MEDIUM,2.8,2.7,2021,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2021-36791,NETWORK,LOW,LOW,NONE,NONE,5.3,MEDIUM,3.9,1.4,2021,0.0,2.0,1.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2021-36792,NETWORK,LOW,LOW,LOW,NONE,7.2,HIGH,3.9,2.7,2021,0.0,2.0,2.0,0.0,1.0,"(3,[0],[1.0])"
CVE-2021-36793,NETWORK,LOW,HIGH,NONE,NONE,7.5,HIGH,3.9,3.6,2021,0.0,0.0,1.0,0.0,1.0,"(3,[0],[1.0])"
CVE-2021-36795,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2021,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2021-3680,NETWORK,LOW,NONE,HIGH,NONE,4.9,MEDIUM,1.2,3.6,2021,0.0,1.0,0.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2021-36800,NETWORK,LOW,HIGH,HIGH,HIGH,9.1,CRITICAL,2.3,6.0,2021,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2021-36801,NETWORK,LOW,HIGH,HIGH,NONE,8.1,HIGH,2.8,5.2,2021,0.0,0.0,0.0,0.0,1.0,"(3,[0],[1.0])"
CVE-2021-36803,NETWORK,LOW,LOW,LOW,NONE,5.4,MEDIUM,2.3,2.7,2021,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2021-36805,NETWORK,LOW,LOW,LOW,NONE,4.8,MEDIUM,1.7,2.7,2021,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2021-3682,NETWORK,HIGH,HIGH,HIGH,HIGH,8.5,HIGH,1.8,6.0,2021,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2021-3689,NETWORK,LOW,NONE,HIGH,NONE,7.5,HIGH,3.9,3.6,2021,0.0,1.0,0.0,0.0,1.0,"(3,[0],[1.0])"
